customer_id,var3,var4,var5,var6,lapsed_next_period
583263,3.0,0.0,0.0,1.0,0
859260,2.0,0.0,0.0,0.0,0
261121,3.0,0.0,0.0,1.0,0
718973,1.0,0.38,1.0,1.0,0
151679,1.0,0.01,0.0,0.0,0
418655,3.0,0.14,0.0,0.0,0
725767,3.0,0.07,0.0,0.0,0
730251,3.0,0.01,0.0,0.0,0
87947,3.0,0.02,0.0,0.0,0
711488,3.0,0.03,0.0,0.0,0
304261,2.0,0.04,0.0,0.0,0
992696,2.0,0.02,0.0,0.0,0
134830,3.0,0.03,0.0,0.0,0
3410,3.0,0.0,1.0,0.0,0
403414,2.0,0.16,1.0,1.0,0
499408,3.0,0.15,0.0,0.0,0
480681,1.0,0.72,0.0,0.0,1
890701,3.0,0.0,0.0,0.0,0
539627,3.0,0.11,1.0,0.0,0
733547,3.0,0.31,0.0,0.0,0
906702,3.0,0.03,0.0,0.0,0
994506,3.0,0.14,1.0,1.0,0
940557,3.0,0.04,0.0,1.0,0
843289,3.0,0.0,0.0,0.0,0
271633,3.0,0.07,0.0,1.0,0
833550,3.0,0.06,0.0,0.0,0
137391,1.0,0.3,0.0,1.0,0
212851,3.0,0.0,0.0,0.0,0
19010,3.0,0.04,0.0,0.0,0
686662,2.0,0.0,1.0,0.0,0
95553,3.0,0.23,0.0,0.0,0
509724,3.0,0.1,0.0,0.0,0
515193,3.0,0.14,0.0,1.0,0
911255,3.0,0.0,1.0,0.0,0
498149,3.0,0.04,1.0,0.0,0
608892,3.0,0.0,1.0,0.0,0
621070,3.0,0.01,0.0,1.0,0
309254,2.0,0.12,0.0,0.0,0
474130,3.0,0.01,0.0,0.0,0
904865,3.0,0.14,0.0,1.0,0
40342,3.0,0.0,0.0,0.0,0
740505,2.0,0.14,0.0,0.0,0
838483,3.0,0.25,0.0,0.0,1
346697,3.0,0.01,0.0,0.0,0
905695,2.0,0.41,1.0,1.0,0
85158,2.0,0.03,0.0,0.0,0
579113,2.0,0.02,0.0,0.0,0
232696,3.0,0.0,1.0,0.0,0
81218,3.0,0.0,0.0,0.0,0
409376,3.0,0.09,0.0,1.0,0
172856,1.0,0.51,0.0,0.0,0
113806,3.0,0.03,1.0,0.0,0
50686,3.0,0.51,0.0,1.0,0
764178,3.0,0.0,0.0,0.0,0
30647,3.0,0.08,0.0,0.0,0
695263,3.0,0.0,0.0,0.0,0
220614,3.0,0.08,0.0,0.0,1
14703,3.0,0.1,0.0,0.0,0
207343,3.0,0.02,0.0,0.0,0
38033,3.0,0.22,0.0,1.0,0
566076,3.0,0.05,0.0,0.0,0
195209,2.0,0.0,0.0,1.0,0
290153,3.0,0.05,1.0,1.0,0
397924,3.0,0.09,0.0,0.0,0
927506,2.0,0.3,0.0,1.0,0
598594,3.0,0.0,1.0,1.0,0
256901,3.0,0.01,0.0,0.0,0
15353,3.0,0.0,0.0,0.0,0
286025,3.0,0.0,0.0,0.0,0
236609,3.0,0.04,0.0,0.0,0
528618,1.0,0.39,1.0,1.0,0
104396,3.0,0.0,0.0,0.0,0
306422,2.0,0.04,0.0,0.0,0
641006,3.0,0.21,0.0,1.0,0
313730,3.0,0.01,0.0,0.0,0
581368,3.0,0.0,0.0,0.0,0
697774,3.0,0.0,0.0,0.0,0
420171,3.0,0.15,0.0,1.0,0
657148,3.0,0.1,0.0,0.0,0
234185,3.0,0.04,0.0,1.0,0
983600,1.0,0.37,0.0,1.0,0
889077,3.0,0.08,0.0,1.0,0
336248,1.0,0.33,1.0,0.0,0
578613,3.0,0.01,1.0,0.0,0
253978,3.0,0.1,0.0,0.0,0
488726,2.0,0.32,0.0,0.0,0
727840,3.0,0.25,0.0,0.0,0
519036,3.0,0.04,0.0,0.0,0
734274,1.0,0.55,1.0,1.0,0
14093,3.0,0.12,1.0,1.0,0
348753,3.0,0.1,0.0,0.0,0
678443,3.0,0.08,0.0,0.0,0
630337,3.0,0.0,0.0,0.0,1
70693,2.0,0.06,1.0,0.0,0
426299,2.0,0.05,0.0,0.0,0
567092,2.0,0.0,0.0,0.0,0
66505,1.0,0.07,1.0,1.0,0
375070,2.0,0.18,0.0,0.0,0
147362,2.0,0.45,1.0,1.0,0
143213,3.0,0.03,0.0,0.0,0
749413,3.0,0.0,0.0,1.0,0
508939,3.0,0.04,0.0,0.0,0
221148,3.0,0.0,0.0,0.0,0
947542,2.0,0.4,0.0,0.0,0
534572,3.0,0.17,0.0,0.0,0
810131,2.0,0.37,0.0,1.0,0
980073,3.0,0.1,0.0,0.0,0
80047,3.0,0.19,0.0,0.0,0
119236,3.0,0.03,1.0,1.0,0
114109,3.0,0.12,0.0,0.0,1
895852,2.0,0.12,1.0,1.0,0
179715,1.0,0.21,0.0,0.0,0
534370,3.0,0.02,0.0,0.0,0
589023,2.0,0.32,1.0,1.0,0
697635,3.0,0.0,0.0,0.0,0
311624,1.0,0.28,0.0,0.0,0
356122,3.0,0.0,0.0,0.0,0
690936,3.0,0.15,1.0,1.0,0
830026,3.0,0.19,0.0,1.0,0
535059,3.0,0.2,0.0,0.0,0
633788,3.0,0.3,0.0,1.0,0
554058,3.0,0.0,0.0,0.0,0
99408,3.0,0.01,0.0,0.0,0
584380,3.0,0.0,0.0,0.0,0
219101,2.0,0.0,0.0,0.0,0
798419,3.0,0.33,0.0,1.0,0
587279,3.0,0.31,0.0,1.0,0
201226,3.0,0.13,0.0,0.0,0
180062,3.0,0.11,1.0,1.0,0
390216,2.0,0.0,0.0,0.0,0
148520,1.0,0.23,0.0,0.0,0
158788,2.0,0.0,1.0,0.0,0
28302,3.0,0.12,0.0,0.0,0
355907,3.0,0.17,0.0,1.0,0
279376,3.0,0.0,1.0,0.0,0
681289,1.0,0.37,0.0,0.0,0
790358,3.0,0.02,0.0,0.0,0
340437,1.0,0.19,0.0,1.0,0
254148,3.0,0.06,0.0,0.0,0
296501,3.0,0.0,0.0,0.0,0
81404,3.0,0.24,0.0,0.0,0
873130,3.0,0.0,1.0,0.0,0
451248,3.0,0.01,1.0,0.0,0
506076,1.0,0.42,1.0,1.0,1
676386,3.0,0.0,1.0,0.0,0
840740,2.0,0.07,1.0,1.0,0
963458,3.0,0.02,1.0,0.0,0
153609,2.0,0.09,0.0,0.0,0
186587,3.0,0.0,0.0,0.0,0
439735,3.0,0.01,0.0,0.0,0
486272,3.0,0.02,1.0,0.0,0
212607,3.0,0.0,0.0,0.0,0
968263,2.0,0.3,0.0,1.0,0
171420,3.0,0.03,1.0,0.0,0
971517,3.0,0.09,1.0,0.0,0
917581,3.0,0.0,1.0,0.0,0
615066,1.0,0.33,0.0,1.0,1
441493,2.0,0.0,1.0,0.0,0
860859,3.0,0.02,1.0,0.0,0
137521,3.0,0.23,0.0,0.0,0
185980,3.0,0.11,1.0,0.0,0
442048,3.0,0.07,0.0,0.0,0
373443,3.0,0.34,0.0,0.0,1
875179,3.0,0.02,0.0,0.0,0
409953,3.0,0.13,0.0,0.0,0
4616,3.0,0.02,0.0,0.0,0
90779,3.0,0.06,1.0,1.0,0
467869,3.0,0.2,0.0,0.0,0
783873,2.0,0.21,0.0,1.0,0
785334,3.0,0.25,0.0,0.0,0
397711,3.0,0.0,1.0,1.0,0
877271,3.0,0.04,0.0,0.0,0
164592,3.0,0.19,0.0,0.0,0
175509,2.0,0.04,0.0,1.0,0
904130,3.0,0.0,0.0,0.0,0
742136,2.0,0.0,1.0,0.0,0
296186,2.0,0.18,1.0,0.0,0
460445,3.0,0.02,0.0,0.0,0
904005,3.0,0.01,0.0,0.0,0
572955,2.0,0.0,0.0,0.0,0
894300,1.0,0.37,0.0,1.0,0
405801,3.0,0.11,1.0,0.0,0
25447,3.0,0.14,1.0,1.0,0
855665,2.0,0.0,1.0,0.0,0
603739,3.0,0.03,1.0,0.0,0
481957,3.0,0.21,1.0,0.0,0
664592,3.0,0.0,0.0,0.0,0
390623,3.0,0.06,1.0,0.0,0
759713,3.0,0.05,0.0,0.0,0
762702,2.0,0.24,0.0,0.0,0
968752,3.0,0.0,0.0,0.0,0
821517,2.0,0.16,0.0,1.0,0
57663,2.0,0.07,0.0,0.0,0
628370,3.0,0.07,0.0,0.0,0
300006,3.0,0.04,1.0,0.0,0
55629,3.0,0.1,1.0,1.0,0
638231,2.0,0.18,0.0,0.0,0
221356,2.0,0.0,0.0,0.0,1
942054,2.0,0.12,0.0,0.0,0
829541,3.0,0.18,0.0,0.0,0
649823,3.0,0.09,0.0,0.0,0
384540,3.0,0.28,0.0,0.0,0
15455,3.0,0.14,0.0,1.0,0
331106,3.0,0.23,1.0,0.0,0
877998,3.0,0.26,0.0,0.0,0
405144,3.0,0.04,1.0,1.0,0
618308,3.0,0.0,0.0,0.0,0
310157,3.0,0.02,0.0,0.0,0
839521,3.0,0.0,0.0,0.0,0
669708,2.0,0.16,0.0,0.0,0
739721,3.0,0.0,0.0,0.0,0
600894,3.0,0.0,0.0,0.0,0
129626,3.0,0.02,0.0,1.0,0
727960,3.0,0.01,1.0,0.0,0
914740,2.0,0.11,0.0,1.0,0
206511,1.0,0.22,1.0,0.0,0
743148,1.0,0.32,1.0,1.0,0
385326,3.0,0.0,0.0,1.0,0
347447,3.0,0.11,0.0,0.0,0
363347,3.0,0.03,1.0,1.0,0
971003,3.0,0.5,0.0,0.0,0
929250,2.0,0.04,0.0,0.0,0
935571,3.0,0.15,0.0,1.0,0
883571,2.0,0.27,0.0,0.0,0
714838,3.0,0.05,0.0,0.0,0
566409,3.0,0.06,0.0,0.0,0
204338,3.0,0.1,0.0,0.0,0
16339,3.0,0.04,0.0,0.0,0
604214,3.0,0.15,0.0,0.0,0
332345,3.0,0.15,0.0,0.0,0
358014,3.0,0.03,0.0,0.0,0
224413,3.0,0.03,1.0,0.0,0
674282,2.0,0.0,1.0,0.0,0
15199,3.0,0.0,1.0,0.0,0
812686,3.0,0.14,0.0,0.0,0
83018,3.0,0.0,1.0,0.0,1
723303,2.0,0.13,0.0,1.0,0
395988,3.0,0.0,1.0,0.0,0
836354,2.0,0.0,1.0,0.0,0
336821,3.0,0.09,0.0,0.0,0
33891,3.0,0.14,0.0,0.0,0
517506,3.0,0.01,0.0,1.0,0
65797,2.0,0.04,0.0,1.0,0
409287,3.0,0.0,0.0,0.0,0
179523,3.0,0.0,0.0,0.0,0
435236,3.0,0.04,0.0,0.0,0
370390,3.0,0.04,0.0,1.0,0
507992,3.0,0.0,0.0,1.0,0
95686,1.0,0.37,0.0,1.0,0
800869,1.0,0.06,1.0,1.0,0
724576,3.0,0.14,1.0,0.0,0
906350,3.0,0.22,0.0,0.0,0
857056,1.0,0.49,0.0,0.0,0
541137,3.0,0.2,0.0,0.0,0
666928,3.0,0.09,0.0,0.0,0
505522,3.0,0.04,0.0,0.0,0
427369,3.0,0.01,1.0,0.0,0
448012,3.0,0.0,1.0,0.0,0
45200,3.0,0.03,1.0,0.0,0
687746,2.0,0.23,0.0,0.0,0
257532,3.0,0.0,0.0,1.0,1
117691,3.0,0.0,1.0,0.0,0
856348,3.0,0.2,0.0,0.0,0
434373,3.0,0.13,1.0,1.0,0
860836,3.0,0.01,0.0,0.0,0
860872,3.0,0.0,0.0,1.0,0
883850,3.0,0.18,1.0,1.0,0
435733,3.0,0.01,0.0,0.0,0
554370,2.0,0.09,0.0,0.0,0
172051,2.0,0.05,0.0,0.0,0
868414,3.0,0.05,0.0,0.0,1
973175,2.0,0.12,0.0,0.0,0
700460,3.0,0.02,1.0,0.0,0
478267,1.0,0.13,0.0,1.0,0
484714,3.0,0.0,0.0,0.0,0
600279,3.0,0.04,0.0,0.0,0
632296,3.0,0.03,0.0,0.0,0
442989,3.0,0.0,0.0,0.0,0
362251,3.0,0.07,0.0,0.0,0
25456,3.0,0.03,1.0,0.0,0
507623,3.0,0.25,0.0,0.0,0
287210,1.0,0.2,0.0,0.0,0
258216,3.0,0.0,0.0,0.0,0
366890,3.0,0.26,0.0,1.0,0
686860,3.0,0.21,0.0,1.0,0
684398,2.0,0.59,1.0,1.0,0
97210,3.0,0.0,1.0,0.0,0
992125,3.0,0.12,0.0,0.0,0
647791,3.0,0.03,0.0,0.0,0
625796,3.0,0.01,0.0,0.0,0
465558,3.0,0.26,1.0,0.0,0
807139,3.0,0.0,0.0,0.0,0
354927,3.0,0.19,0.0,0.0,0
986169,3.0,0.0,0.0,0.0,0
464769,3.0,0.44,0.0,0.0,0
641774,2.0,0.1,0.0,0.0,0
783443,3.0,0.0,1.0,0.0,0
783882,2.0,0.0,0.0,0.0,1
579231,3.0,0.0,0.0,0.0,0
846396,3.0,0.22,0.0,0.0,0
21193,3.0,0.0,0.0,0.0,1
639710,2.0,0.25,0.0,0.0,0
137220,3.0,0.11,0.0,0.0,0
91579,1.0,0.0,1.0,1.0,0
516685,3.0,0.32,0.0,1.0,0
713125,3.0,0.0,1.0,0.0,0
498235,3.0,0.0,0.0,0.0,0
997820,2.0,0.0,1.0,0.0,0
74393,3.0,0.24,0.0,0.0,0
890323,3.0,0.27,0.0,0.0,0
561653,3.0,0.0,0.0,0.0,0
222527,3.0,0.25,1.0,1.0,0
952400,3.0,0.05,0.0,1.0,0
515563,2.0,0.2,1.0,0.0,0
144416,3.0,0.05,1.0,0.0,0
187142,3.0,0.02,0.0,1.0,0
68089,3.0,0.15,0.0,0.0,0
528073,3.0,0.02,0.0,0.0,0
885039,1.0,0.41,0.0,0.0,0
897587,2.0,0.18,0.0,0.0,0
463663,3.0,0.0,0.0,0.0,0
979077,2.0,0.01,0.0,0.0,0
740679,3.0,0.0,0.0,0.0,1
612042,3.0,0.0,1.0,0.0,0
94911,3.0,0.17,0.0,0.0,0
32165,3.0,0.05,0.0,0.0,1
922840,3.0,0.0,0.0,0.0,0
11180,3.0,0.0,0.0,0.0,0
821417,3.0,0.08,0.0,0.0,0
391291,3.0,0.3,1.0,0.0,0
29819,3.0,0.0,0.0,0.0,0
901657,3.0,0.03,0.0,0.0,0
673891,3.0,0.01,0.0,0.0,0
519946,3.0,0.03,0.0,0.0,0
809622,3.0,0.06,0.0,0.0,0
258580,3.0,0.01,0.0,0.0,0
796870,3.0,0.08,0.0,0.0,0
47804,3.0,0.04,1.0,0.0,0
630720,3.0,0.03,1.0,0.0,0
275405,3.0,0.0,0.0,0.0,0
703260,2.0,0.13,1.0,0.0,0
113145,3.0,0.24,0.0,0.0,0
892564,3.0,0.0,1.0,0.0,0
214379,3.0,0.02,1.0,0.0,0
268048,3.0,0.02,1.0,0.0,0
574406,2.0,0.08,1.0,0.0,0
874669,3.0,0.0,0.0,0.0,0
554605,3.0,0.17,0.0,1.0,0
959500,3.0,0.02,0.0,0.0,0
123190,3.0,0.01,0.0,0.0,0
314840,3.0,0.0,0.0,0.0,0
177045,3.0,0.0,0.0,0.0,0
585928,1.0,0.21,0.0,1.0,0
260892,3.0,0.23,0.0,0.0,0
53861,3.0,0.02,0.0,1.0,0
940152,1.0,0.51,0.0,1.0,0
229979,3.0,0.16,1.0,1.0,0
591564,3.0,0.07,0.0,0.0,0
589003,3.0,0.0,0.0,0.0,0
1810,2.0,0.01,0.0,0.0,0
760101,3.0,0.11,0.0,0.0,0
175566,3.0,0.03,0.0,0.0,0
198082,3.0,0.14,0.0,0.0,0
772451,3.0,0.03,0.0,0.0,0
615480,2.0,0.02,1.0,1.0,0
147551,2.0,0.12,0.0,0.0,0
723675,3.0,0.19,0.0,1.0,0
890456,3.0,0.08,1.0,1.0,0
816160,3.0,0.0,0.0,0.0,0
69572,3.0,0.0,0.0,1.0,0
666096,2.0,0.03,1.0,0.0,0
458442,3.0,0.0,0.0,0.0,0
835447,3.0,0.01,1.0,0.0,0
431420,1.0,0.39,0.0,1.0,0
372069,3.0,0.06,0.0,0.0,0
296377,1.0,0.05,1.0,0.0,0
470732,2.0,0.02,1.0,1.0,0
528206,2.0,0.01,0.0,1.0,0
886709,2.0,0.0,0.0,0.0,0
541105,2.0,0.02,0.0,0.0,0
757471,3.0,0.0,0.0,0.0,0
309378,3.0,0.0,0.0,0.0,1
886082,3.0,0.2,0.0,1.0,0
176526,2.0,0.02,0.0,0.0,0
33426,3.0,0.23,0.0,0.0,0
322628,3.0,0.05,0.0,0.0,0
387920,3.0,0.24,0.0,1.0,0
722256,3.0,0.0,0.0,0.0,0
517586,2.0,0.17,0.0,0.0,0
572415,3.0,0.02,0.0,0.0,0
245633,3.0,0.0,0.0,0.0,0
700734,2.0,0.03,0.0,1.0,0
598282,3.0,0.0,0.0,0.0,0
212741,3.0,0.12,0.0,0.0,0
52067,3.0,0.27,0.0,1.0,0
519325,1.0,0.1,0.0,0.0,1
515057,2.0,0.03,0.0,0.0,0
250139,3.0,0.03,0.0,0.0,0
853526,3.0,0.16,0.0,0.0,0
268773,2.0,0.0,0.0,0.0,0
613257,3.0,0.06,1.0,0.0,0
96961,2.0,0.0,0.0,0.0,0
485154,1.0,0.63,0.0,0.0,0
937144,3.0,0.07,0.0,0.0,0
681621,3.0,0.04,0.0,0.0,0
383269,3.0,0.0,1.0,0.0,0
285442,3.0,0.06,1.0,0.0,0
60387,3.0,0.06,0.0,0.0,0
495734,2.0,0.1,0.0,0.0,0
982172,3.0,0.11,0.0,1.0,0
804248,2.0,0.28,1.0,1.0,0
690042,3.0,0.18,0.0,0.0,0
237665,3.0,0.28,0.0,0.0,0
745867,3.0,0.19,0.0,0.0,0
594418,3.0,0.0,1.0,0.0,0
241423,2.0,0.18,0.0,0.0,0
981050,3.0,0.01,0.0,0.0,0
642518,2.0,0.35,0.0,0.0,0
948129,3.0,0.2,0.0,1.0,0
860720,1.0,0.24,0.0,0.0,0
497388,3.0,0.1,0.0,0.0,0
772290,3.0,0.0,1.0,0.0,0
312785,3.0,0.0,0.0,1.0,0
106078,3.0,0.01,0.0,1.0,0
603582,3.0,0.04,0.0,0.0,0
755441,3.0,0.3,0.0,0.0,0
912715,3.0,0.0,0.0,0.0,0
529028,3.0,0.0,1.0,0.0,0
456139,3.0,0.0,0.0,1.0,0
954086,3.0,0.05,0.0,0.0,0
990674,3.0,0.03,1.0,0.0,0
138050,3.0,0.19,0.0,1.0,0
45241,2.0,0.22,0.0,1.0,0
824753,2.0,0.1,0.0,1.0,0
439590,3.0,0.01,1.0,0.0,0
74277,2.0,0.06,0.0,0.0,0
314442,2.0,0.2,0.0,0.0,0
561910,1.0,0.09,0.0,0.0,0
355670,2.0,0.18,0.0,1.0,0
141583,3.0,0.14,1.0,1.0,0
481174,2.0,0.0,0.0,0.0,0
256836,2.0,0.25,0.0,0.0,0
385479,2.0,0.16,0.0,0.0,0
578127,3.0,0.29,1.0,0.0,0
206067,3.0,0.11,0.0,1.0,0
878130,2.0,0.3,0.0,0.0,0
353276,3.0,0.16,1.0,0.0,0
601600,1.0,0.29,0.0,0.0,0
194785,3.0,0.0,0.0,1.0,0
917676,3.0,0.11,0.0,0.0,0
443282,3.0,0.0,0.0,0.0,0
80995,3.0,0.01,0.0,0.0,0
608034,2.0,0.03,0.0,0.0,0
235829,3.0,0.01,1.0,0.0,0
964079,3.0,0.04,0.0,0.0,0
848111,3.0,0.11,1.0,0.0,0
14872,2.0,0.02,1.0,1.0,0
504159,2.0,0.09,1.0,0.0,0
187932,3.0,0.11,1.0,0.0,0
198659,3.0,0.03,0.0,1.0,0
682273,3.0,0.02,0.0,0.0,0
918032,3.0,0.01,0.0,0.0,0
116212,1.0,0.07,0.0,0.0,0
622833,3.0,0.04,0.0,0.0,0
57903,3.0,0.0,0.0,0.0,0
179541,3.0,0.29,0.0,1.0,0
226267,3.0,0.0,0.0,0.0,0
261627,3.0,0.02,0.0,0.0,0
494247,3.0,0.0,0.0,0.0,0
62090,3.0,0.01,0.0,0.0,0
514782,3.0,0.02,0.0,0.0,0
516898,3.0,0.0,1.0,1.0,0
831374,3.0,0.19,1.0,1.0,0
994061,2.0,0.0,1.0,0.0,0
156,2.0,0.03,0.0,0.0,0
830959,3.0,0.09,0.0,0.0,0
309128,3.0,0.15,0.0,0.0,0
547963,3.0,0.14,0.0,0.0,0
111676,3.0,0.27,1.0,0.0,0
313611,3.0,0.02,0.0,0.0,0
237543,3.0,0.0,0.0,0.0,0
15404,3.0,0.03,0.0,1.0,0
878948,3.0,0.01,1.0,0.0,0
924653,3.0,0.0,0.0,0.0,0
761139,3.0,0.29,1.0,0.0,0
623264,3.0,0.01,1.0,0.0,0
75403,2.0,0.2,0.0,0.0,0
810528,3.0,0.05,1.0,0.0,0
638909,3.0,0.18,0.0,0.0,0
970678,3.0,0.09,0.0,0.0,0
596104,3.0,0.07,0.0,1.0,0
445679,3.0,0.01,1.0,0.0,0
471652,2.0,0.22,1.0,0.0,0
36280,3.0,0.0,0.0,0.0,0
136200,3.0,0.09,0.0,0.0,0
766767,3.0,0.03,0.0,1.0,0
867866,3.0,0.0,0.0,0.0,0
117318,3.0,0.13,0.0,0.0,0
188888,3.0,0.07,1.0,0.0,0
311782,3.0,0.4,0.0,1.0,0
179591,2.0,0.14,0.0,1.0,0
283672,3.0,0.04,0.0,0.0,0
62747,3.0,0.04,0.0,0.0,0
321686,3.0,0.08,0.0,1.0,0
410540,3.0,0.0,0.0,0.0,0
455611,2.0,0.1,0.0,1.0,0
989467,3.0,0.02,0.0,0.0,0
221716,3.0,0.02,0.0,0.0,0
317871,1.0,0.3,0.0,0.0,0
746844,3.0,0.23,0.0,1.0,0
567153,3.0,0.14,0.0,0.0,0
868782,3.0,0.0,0.0,0.0,0
905845,3.0,0.1,1.0,0.0,0
482778,3.0,0.04,0.0,1.0,0
147009,3.0,0.0,0.0,1.0,0
495098,3.0,0.24,0.0,1.0,0
743318,3.0,0.21,0.0,1.0,0
703458,3.0,0.02,0.0,1.0,0
319901,1.0,0.23,0.0,0.0,0
72851,3.0,0.02,0.0,0.0,0
688769,3.0,0.03,1.0,0.0,0
648203,2.0,0.11,0.0,0.0,0
883716,3.0,0.01,0.0,0.0,0
751670,3.0,0.34,0.0,0.0,0
519550,3.0,0.01,0.0,0.0,0
168202,2.0,0.21,1.0,0.0,0
140200,3.0,0.14,0.0,0.0,0
177102,3.0,0.23,0.0,1.0,0
789572,2.0,0.07,1.0,0.0,0
257393,1.0,0.0,0.0,0.0,0
964248,3.0,0.0,1.0,0.0,0
