customer_id,var3,var4,var5,var6,lapsed_next_period,order_id,product_id,product_type_id,designer_id,gross_spend,net_spend,item_returned,quote_spend_returned,quote_var1,quote_var2
584393,3.0,0.0,0.0,1.0,0,8,9,9,9,21.713,5.22,3,0.7595910284161563,0.1111111111111111,0.4444444444444444
746210,2.0,0.02,0.0,1.0,0,29,74,18,42,40.57799999999999,28.563999999999993,17,0.2960717630242989,0.0,0.7894736842105263
807381,3.0,0.11,0.0,1.0,0,44,106,21,61,63.895,48.26000000000001,21,0.24469833320291087,0.1388888888888889,0.0
554830,3.0,0.0,0.0,0.0,0,66,110,16,66,118.68500000000002,25.92899999999999,82,0.7815309432531492,0.1951219512195122,0.06504065040650407
827106,1.0,0.18,1.0,1.0,0,33,111,21,65,22.825999999999983,19.192999999999987,12,0.15916060632611925,0.0,0.02564102564102564
964641,3.0,0.2,0.0,0.0,0,69,79,26,60,63.864000000000004,55.861,7,0.12531316547663796,0.011764705882352941,0.058823529411764705
690909,2.0,0.14,0.0,1.0,0,47,140,24,68,50.758999999999986,42.08999999999999,19,0.17078744656120096,0.06206896551724138,0.8758620689655172
386009,3.0,0.11,0.0,0.0,0,14,21,10,19,27.662000000000003,27.662000000000003,0,0.0,0.5238095238095238,0.38095238095238093
173225,3.0,0.12,0.0,0.0,0,102,208,25,85,184.4939999999999,72.57100000000001,101,0.6066484546922932,0.2727272727272727,0.004545454545454545
502970,3.0,0.29,0.0,0.0,0,51,116,26,62,93.59400000000004,86.75000000000004,5,0.07312434557770787,0.058333333333333334,0.6166666666666667
911974,3.0,0.0,0.0,0.0,0,33,65,18,44,35.647999999999996,18.804000000000002,17,0.4725089766606821,0.0,0.0
998174,3.0,0.0,0.0,0.0,0,42,63,13,44,89.83500000000006,13.707999999999998,81,0.8474091389770135,0.0,1.0
43544,3.0,0.02,0.0,0.0,0,37,160,25,67,133.71899999999997,34.287,102,0.7435891683306036,0.0,0.25142857142857145
599100,3.0,0.0,0.0,0.0,0,24,54,15,33,84.16800000000002,24.189999999999994,49,0.7125986122992112,0.0,0.0
102989,3.0,0.0,0.0,1.0,0,37,89,30,53,69.41200000000003,46.108,27,0.3357344551374406,0.5869565217391305,0.3804347826086957
795797,3.0,0.06,0.0,0.0,0,48,81,28,63,55.121,46.174000000000014,4,0.1623156328803902,0.0,0.9886363636363636
304448,1.0,0.23,0.0,1.0,0,26,53,21,41,12.776999999999997,9.181,13,0.2814432182828519,0.17857142857142858,0.08928571428571429
124387,2.0,0.17,1.0,0.0,0,38,127,33,79,68.04800000000003,35.44,51,0.4791911591817543,0.02857142857142857,0.6357142857142857
593095,3.0,0.2,0.0,0.0,0,14,59,18,33,48.89100000000001,20.651,30,0.5776114213249883,0.1774193548387097,0.41935483870967744
277967,3.0,0.12,1.0,0.0,0,267,506,45,146,404.48800000000006,217.89899999999994,176,0.4612967504598408,0.08787346221441125,0.2688927943760984
773359,2.0,0.0,0.0,0.0,0,2,2,2,1,0.28400000000000003,0.28400000000000003,0,0.0,0.0,0.5
994801,2.0,0.36,1.0,1.0,0,174,549,47,229,284.44499999999994,66.982,358,0.7645168661779957,0.07885906040268456,0.10067114093959731
589581,2.0,0.01,0.0,0.0,0,9,126,28,73,64.63400000000003,63.84500000000002,1,0.012207197450258505,0.0,0.41732283464566927
457599,2.0,0.14,0.0,0.0,0,24,145,35,87,77.21299999999995,61.06000000000003,13,0.20920052322795293,0.06040268456375839,0.11409395973154363
73768,2.0,0.05,0.0,1.0,0,71,116,25,74,81.10199999999993,35.75700000000001,62,0.5591107494266474,0.0,0.2231404958677686
668473,1.0,0.1,0.0,0.0,0,22,50,19,26,20.709,20.709,0,0.0,0.20754716981132076,0.5283018867924528
976633,3.0,0.29,0.0,0.0,0,52,181,31,75,127.98699999999998,89.421,43,0.30132747857204234,0.2815533980582524,0.11165048543689321
190755,3.0,0.36,0.0,0.0,0,22,48,13,29,28.97099999999998,25.56999999999998,3,0.11739325532428989,0.25925925925925924,0.0
742963,3.0,0.0,0.0,0.0,0,60,122,25,48,138.52900000000002,111.428,31,0.19563412715027195,0.07462686567164178,0.9477611940298507
218785,3.0,0.03,0.0,0.0,0,28,60,23,36,37.72999999999999,27.301,14,0.27641134375828236,0.11764705882352941,0.0
281330,3.0,0.16,1.0,1.0,0,151,343,40,135,138.96100000000004,138.81300000000005,1,0.0010650470275832505,0.0390625,0.0625
764697,1.0,0.44,0.0,0.0,1,14,22,16,20,22.997000000000003,6.256,15,0.7279645171109276,0.08333333333333333,0.2916666666666667
921295,1.0,0.49,0.0,0.0,0,71,238,36,90,278.783,183.019,108,0.3435073157258513,0.28618421052631576,0.8717105263157895
710595,2.0,0.25,1.0,1.0,0,27,129,20,69,83.848,50.90100000000001,49,0.3929372197309416,0.39849624060150374,0.20300751879699247
660581,2.0,0.14,1.0,1.0,0,34,60,26,41,23.841,20.552999999999997,6,0.13791367811752878,0.0,0.5555555555555556
505642,1.0,0.12,0.0,0.0,0,8,10,5,6,4.450000000000001,3.9609999999999994,1,0.10988764044943855,0.0,1.0
607960,3.0,0.1,0.0,1.0,0,52,142,27,74,53.17300000000003,48.21100000000002,8,0.09331803734978293,0.033783783783783786,0.8378378378378378
452071,2.0,0.26,0.0,0.0,0,18,73,14,34,40.765,39.60600000000001,2,0.028431252299766757,0.0,0.8734177215189873
196403,2.0,0.17,0.0,0.0,0,27,66,18,43,48.668999999999976,9.604999999999999,61,0.8026464484579506,0.04819277108433735,0.0
452690,3.0,0.14,0.0,0.0,0,38,62,23,31,37.98499999999999,30.622000000000003,10,0.19383967355535053,0.22058823529411764,0.36764705882352944
583623,3.0,0.03,0.0,0.0,0,23,45,15,30,43.439,20.788999999999998,23,0.5214208430212482,0.40425531914893614,0.02127659574468085
358347,1.0,0.49,1.0,1.0,0,15,26,13,13,10.526999999999997,5.602,16,0.46784459010164325,0.0,0.4864864864864865
708560,3.0,0.05,0.0,0.0,0,17,25,11,17,24.233999999999995,19.863999999999994,4,0.18032516299414053,0.07142857142857142,0.5
71661,3.0,0.0,0.0,0.0,0,19,384,35,157,215.49800000000008,202.0200000000001,5,0.06254350388402666,0.0,0.0
944571,3.0,0.13,0.0,0.0,0,4,43,13,34,32.109999999999985,20.978999999999996,13,0.3466521332918092,0.5333333333333333,0.24444444444444444
29850,3.0,0.0,0.0,0.0,0,35,75,17,39,64.57200000000002,35.61000000000001,30,0.4485225794461996,0.01282051282051282,0.0
14113,3.0,0.01,0.0,0.0,0,233,2366,74,478,2816.4399999999705,2803.5249999999714,13,0.004585576117367737,0.39716952725082805,0.8928033724781692
190162,2.0,0.05,0.0,0.0,0,26,193,34,86,67.70800000000001,61.876,7,0.08613457789330675,0.05627705627705628,0.14285714285714285
583424,3.0,0.01,1.0,0.0,0,279,1156,48,234,2186.886000000003,1048.758999999999,560,0.5204327065974186,0.6533646322378717,0.09389671361502347
524853,3.0,0.29,0.0,1.0,0,52,137,20,73,263.4939999999999,134.58900000000003,64,0.48921417565485337,0.5704225352112676,0.0
730042,3.0,0.07,1.0,0.0,0,67,139,29,88,102.84800000000001,36.522,95,0.6448934349719977,0.5089820359281437,0.47305389221556887
646104,3.0,0.05,0.0,0.0,0,27,95,30,54,66.669,63.05,7,0.0542831000914968,0.009615384615384616,0.057692307692307696
767511,2.0,0.0,0.0,0.0,0,20,43,15,36,25.356,21.165,6,0.16528632276384297,0.15555555555555556,0.0
895384,2.0,0.37,1.0,1.0,0,86,258,47,129,70.95400000000016,70.95400000000016,0,0.0,0.07540983606557378,0.8262295081967214
719349,1.0,0.29,0.0,0.0,0,113,311,46,136,84.52900000000001,77.50600000000003,25,0.0830839120301906,0.0,0.6561514195583596
903657,3.0,0.1,0.0,0.0,0,40,146,25,67,128.21899999999997,65.27500000000003,39,0.49091008352896176,0.1987179487179487,0.05128205128205128
430415,3.0,0.19,0.0,0.0,0,57,217,28,70,197.3220000000001,98.35500000000002,90,0.5015507647398669,0.18548387096774194,0.012096774193548387
263528,3.0,0.01,0.0,1.0,0,119,454,45,161,492.90500000000003,121.39300000000004,335,0.7537192765340177,0.4552980132450331,0.3079470198675497
738613,3.0,0.15,1.0,0.0,0,38,136,24,61,59.04400000000003,31.14099999999999,51,0.4725797710182241,0.28,0.7266666666666667
388644,1.0,0.31,1.0,1.0,0,161,385,38,142,140.0379999999998,43.111000000000004,275,0.6921478455847694,0.20090293453724606,0.0
270948,3.0,0.11,0.0,0.0,0,31,145,19,70,102.9799999999999,38.86500000000001,73,0.6225966207030487,0.2275449101796407,0.48502994011976047
832265,3.0,0.03,1.0,0.0,0,28,78,25,53,51.99500000000002,24.198999999999995,35,0.5345898644100398,0.0,0.3670886075949367
705752,3.0,0.05,1.0,0.0,0,227,516,50,138,663.7269999999997,446.4580000000005,132,0.327346936315683,0.1703958691910499,0.9827882960413081
236348,3.0,0.11,0.0,1.0,0,40,77,24,50,91.211,47.09199999999999,23,0.48370262358706745,0.3333333333333333,0.10714285714285714
318660,2.0,0.1,0.0,0.0,0,107,120,25,64,55.791,36.082,36,0.35326486350845115,0.22764227642276422,0.6178861788617886
606265,2.0,0.06,1.0,0.0,0,9,86,28,53,43.24000000000001,28.40699999999999,13,0.3430388529139689,0.0,0.023255813953488372
365897,3.0,0.17,0.0,1.0,0,9,14,9,14,15.127,10.738000000000001,5,0.2901434521055066,0.0,0.14285714285714285
116152,3.0,0.0,0.0,0.0,0,13,62,21,52,48.28800000000001,46.45300000000001,1,0.03800115970841618,0.029850746268656716,0.0
55253,3.0,0.01,0.0,0.0,0,169,539,52,220,708.1429999999993,221.04,336,0.6878596554650682,0.4088495575221239,0.5168141592920354
856002,3.0,0.04,0.0,0.0,0,132,361,30,126,534.6790000000002,240.66799999999998,174,0.5498832009486067,0.6525,0.0975
677542,3.0,0.06,0.0,0.0,0,235,581,41,164,708.9970000000002,408.4489999999996,230,0.423905883945913,0.15555555555555556,0.0
583263,3.0,0.0,0.0,1.0,0,360,1948,67,408,2613.2909999999874,2591.150999999987,4,0.00847207601449683,0.28731942215088285,0.9755216693418941
859260,2.0,0.0,0.0,0.0,0,57,132,33,84,42.10500000000001,38.13100000000001,10,0.0943830898943119,0.0,0.25925925925925924
261121,3.0,0.0,0.0,1.0,0,15,27,10,13,54.139999999999986,15.759,34,0.7089213151089766,0.0,0.09302325581395349
718973,1.0,0.38,1.0,1.0,0,60,211,37,77,76.95800000000001,44.22799999999998,79,0.42529691520049934,0.3524229074889868,0.5506607929515418
151679,1.0,0.01,0.0,0.0,0,26,37,15,28,16.553,12.409,6,0.2503473690569685,0.0,0.02631578947368421
418655,3.0,0.14,0.0,0.0,0,90,246,41,96,116.76899999999995,92.44599999999997,25,0.20830014815576042,0.10196078431372549,0.3058823529411765
725767,3.0,0.07,0.0,0.0,0,65,103,20,44,127.06699999999996,66.094,49,0.4798492134071001,0.09523809523809523,0.6761904761904762
730251,3.0,0.01,0.0,0.0,0,18,71,12,40,59.14100000000003,52.50900000000002,3,0.11213878696674054,0.1095890410958904,0.8904109589041096
87947,3.0,0.02,0.0,0.0,0,28,89,24,54,60.981,34.72700000000001,38,0.43052754136534316,0.0,0.0851063829787234
711488,3.0,0.03,0.0,0.0,0,91,179,25,100,154.6520000000001,71.14299999999997,85,0.539980084318341,0.7168949771689498,0.091324200913242
304261,2.0,0.04,0.0,0.0,0,29,44,15,23,22.385999999999992,20.348999999999997,4,0.09099437148217619,0.0,1.0
992696,2.0,0.02,0.0,0.0,0,30,90,25,42,45.581,45.581,0,0.0,0.03,0.88
134830,3.0,0.03,0.0,0.0,0,40,146,29,84,186.44399999999993,147.49099999999999,30,0.2089260045911907,0.1337579617834395,0.8280254777070064
3410,3.0,0.0,1.0,0.0,0,109,533,43,158,363.6970000000003,88.07800000000002,427,0.7578258825340876,0.25245901639344265,0.021311475409836064
403414,2.0,0.16,1.0,1.0,0,101,140,34,74,81.63800000000003,10.088,120,0.8764300938288543,0.0,0.1895424836601307
499408,3.0,0.15,0.0,0.0,0,12,22,14,18,22.230999999999995,16.311,3,0.2662948135486481,0.0,0.2727272727272727
480681,1.0,0.72,0.0,0.0,1,8,20,8,15,42.521,41.906,1,0.014463441593565579,0.1,0.15
890701,3.0,0.0,0.0,0.0,0,12,49,20,29,36.18699999999999,36.18699999999999,0,0.0,0.23529411764705882,0.0
539627,3.0,0.11,1.0,0.0,0,23,189,26,92,185.8439999999999,74.60099999999994,117,0.5985826822496289,0.13574660633484162,0.00904977375565611
733547,3.0,0.31,0.0,0.0,0,77,116,28,72,89.369,81.76300000000002,8,0.08510781143349462,0.06504065040650407,0.34146341463414637
906702,3.0,0.03,0.0,0.0,0,13,49,13,24,69.727,15.605999999999998,33,0.7761842614769029,0.0,0.0
994506,3.0,0.14,1.0,1.0,0,184,622,47,229,518.2340000000005,233.02199999999993,311,0.550353701223772,0.31634182908545727,0.14392803598200898
940557,3.0,0.04,0.0,1.0,0,12,54,12,41,29.118000000000002,26.488,3,0.09032213750944441,0.0,0.8363636363636363
843289,3.0,0.0,0.0,0.0,0,64,149,29,84,157.8269999999999,84.58900000000001,75,0.464039739715004,0.08695652173913043,0.23369565217391305
271633,3.0,0.07,0.0,1.0,0,39,126,35,64,59.518000000000036,59.518000000000036,0,0.0,0.37058823529411766,0.6058823529411764
833550,3.0,0.06,0.0,0.0,0,62,251,37,119,218.59099999999975,85.13499999999998,122,0.6105283383121901,0.05303030303030303,0.1553030303030303
137391,1.0,0.3,0.0,1.0,0,21,50,16,41,28.442,16.077,21,0.4347443920961957,0.36538461538461536,0.038461538461538464
212851,3.0,0.0,0.0,0.0,0,36,127,27,68,75.52500000000003,31.436999999999998,41,0.5837537239324729,0.0,0.007042253521126761
19010,3.0,0.04,0.0,0.0,0,76,206,39,128,96.09000000000005,87.60600000000004,7,0.08829222603808934,0.0,0.15555555555555556
686662,2.0,0.0,1.0,0.0,0,12,25,8,21,17.535,16.923,2,0.034901625320787104,0.24,0.0
95553,3.0,0.23,0.0,0.0,0,22,56,15,40,67.28299999999999,40.53200000000001,20,0.39758928704130286,0.21428571428571427,0.07142857142857142
509724,3.0,0.1,0.0,0.0,0,48,66,22,48,45.757999999999996,34.864000000000004,12,0.23807858735084558,0.0,0.0
515193,3.0,0.14,0.0,1.0,0,34,40,11,25,35.59900000000001,24.744999999999997,7,0.30489620494957753,0.04878048780487805,0.36585365853658536
911255,3.0,0.0,1.0,0.0,0,71,153,32,78,192.55500000000026,26.46699999999999,191,0.8625483628054325,0.09623430962343096,0.3263598326359833
498149,3.0,0.04,1.0,0.0,0,70,148,26,43,109.90400000000002,34.06199999999999,122,0.6900749745232205,0.27,0.14
608892,3.0,0.0,1.0,0.0,0,30,76,22,46,51.35800000000001,30.122999999999998,23,0.4134701507068034,0.5128205128205128,0.5384615384615384
621070,3.0,0.01,0.0,1.0,0,32,70,28,49,42.831,37.38600000000001,4,0.12712754780416036,0.14285714285714285,0.04285714285714286
309254,2.0,0.12,0.0,0.0,0,58,174,29,71,35.77999999999999,35.77999999999999,0,0.0,0.0,0.03333333333333333
474130,3.0,0.01,0.0,0.0,0,33,94,24,66,107.98600000000002,38.701,35,0.6416109495675366,0.06796116504854369,1.0
904865,3.0,0.14,0.0,1.0,0,74,108,21,61,70.66600000000003,47.86,32,0.3227294597118843,0.464,0.0
40342,3.0,0.0,0.0,0.0,0,9,55,19,34,28.718,14.899000000000001,21,0.4811964621491747,0.0,0.0
740505,2.0,0.14,0.0,0.0,0,21,71,21,49,27.18599999999998,20.54799999999999,9,0.2441697932759506,0.013513513513513514,0.12162162162162163
838483,3.0,0.25,0.0,0.0,1,17,84,26,42,54.383000000000024,54.383000000000024,0,0.0,0.15476190476190477,0.6190476190476191
346697,3.0,0.01,0.0,0.0,0,94,600,50,195,239.82000000000014,238.32900000000012,1,0.00621716287215417,0.11181702668360864,0.012706480304955527
905695,2.0,0.41,1.0,1.0,0,124,194,29,58,214.66800000000003,189.9690000000001,48,0.11505673877801965,0.7493540051679587,0.2248062015503876
85158,2.0,0.03,0.0,0.0,0,25,79,26,39,37.908,25.082999999999995,27,0.33831908831908847,0.0,0.0
579113,2.0,0.02,0.0,0.0,0,32,88,27,55,44.57900000000003,31.357999999999997,24,0.2965746203369305,0.08695652173913043,0.010869565217391304
232696,3.0,0.0,1.0,0.0,0,38,138,27,72,145.02399999999997,49.41000000000002,81,0.6592977714033537,0.13013698630136986,0.8972602739726028
81218,3.0,0.0,0.0,0.0,0,17,20,9,15,24.063999999999997,21.934,1,0.08851396276595727,0.1,0.0
409376,3.0,0.09,0.0,1.0,0,29,91,16,66,75.462,38.11,48,0.494977604622194,0.11702127659574468,0.4574468085106383
172856,1.0,0.51,0.0,0.0,0,2,2,2,2,0.632,0.379,1,0.40031645569620256,0.0,0.6666666666666666
113806,3.0,0.03,1.0,0.0,0,18,55,17,43,40.58299999999999,20.753,21,0.48862824335312804,0.0,1.0
50686,3.0,0.51,0.0,1.0,0,28,36,7,15,22.099000000000007,14.833000000000009,12,0.32879315806145054,0.6880733944954128,0.963302752293578
764178,3.0,0.0,0.0,0.0,0,66,84,12,51,137.55200000000013,50.534,70,0.6326189368384324,0.19166666666666668,0.925
30647,3.0,0.08,0.0,0.0,0,22,23,13,22,35.595000000000006,29.095000000000002,4,0.18260991712319152,0.13043478260869565,0.2608695652173913
695263,3.0,0.0,0.0,0.0,0,25,27,10,19,26.413000000000004,26.413000000000004,0,0.0,1.0,0.0
220614,3.0,0.08,0.0,0.0,1,6,8,6,6,15.686999999999998,9.709,3,0.3810798750557786,0.625,0.375
14703,3.0,0.1,0.0,0.0,0,13,82,18,60,73.116,9.326,60,0.8724492587121834,0.0,0.9523809523809523
207343,3.0,0.02,0.0,0.0,0,24,57,19,39,42.190000000000005,39.877,4,0.05482341787153359,0.11475409836065574,0.01639344262295082
38033,3.0,0.22,0.0,1.0,0,23,186,32,84,82.15999999999998,77.40600000000002,3,0.057862706913339376,0.0,0.9109947643979057
566076,3.0,0.05,0.0,0.0,0,31,182,25,73,170.42400000000006,66.687,97,0.6086994789466273,0.0,0.9678899082568807
195209,2.0,0.0,0.0,1.0,0,8,24,10,18,11.102,4.864999999999999,13,0.5617906683480455,0.0,0.0
290153,3.0,0.05,1.0,1.0,0,64,278,38,138,202.28099999999995,45.04800000000001,162,0.7772998947009357,0.0,0.23509933774834438
397924,3.0,0.09,0.0,0.0,0,44,156,31,97,134.35899999999992,91.53800000000003,16,0.3187058552088057,0.10909090909090909,0.7636363636363637
927506,2.0,0.3,0.0,1.0,0,39,113,26,76,46.02299999999998,33.018999999999984,19,0.2825543749864199,0.0,0.24786324786324787
598594,3.0,0.0,1.0,1.0,0,16,123,26,68,63.44000000000001,31.497,57,0.5035151324085752,0.0,0.09701492537313433
256901,3.0,0.01,0.0,0.0,0,15,45,20,33,43.157,23.554,12,0.4542252705239011,0.020833333333333332,0.0
15353,3.0,0.0,0.0,0.0,0,40,139,29,69,73.01100000000007,45.435000000000024,34,0.37769651148457106,0.020689655172413793,0.4827586206896552
